idCliente,nombre,teléfono,correo,estadoCuenta,idEmpresa
ff5c8168-52ac-479e-b03a-328cf5bd70f1,Julieta Cordero,5550012334,julieta.cordero@gmail.com,1,5c1c5ee8-6b3d-486e-8711-2bfcd6f9828d
1daf8dde-7ab1-49e4-a7df-48e7a6bb86df,Karina Pacheco,5551123446,karina.pacheco@gmail.com,1,7fd525ac-af03-4273-ac28-894fe935cd87
cd74dda4-a8cd-4775-8124-a5f273914145,Leonardo Quintero,5552234557,leonardo.quintero@gmail.com,2,de1dc603-1a62-4378-a11d-3d1def3309e3
dc14e8c3-edfb-4e14-844d-9de3165359b2,Mariana Esparza,5553345668,mariana.esparza@gmail.com,1,1021d1af-9107-4ed6-b137-c7faa6abf3cd
d913d62e-d21d-4a7a-a74d-3a027de46436,Néstor Gallegos,5554456779,nestor.gallegos@gmail.com,1,252dee73-5e4f-4690-b16c-ed4724d41214
a05b98f4-367f-41d7-a0fc-27f48b365c2e,Olga Bustamante,5555567880,olga.bustamante@gmail.com,3,5c1c5ee8-6b3d-486e-8711-2bfcd6f9828d
67b41f6d-2720-416b-b919-d6635c1c3fe1,Pablo Zamora,5556678991,pablo.zamora@gmail.com,1,7fd525ac-af03-4273-ac28-894fe935cd87
24e2924e-fea6-45c7-b448-c3b1e89bfd07,Quetzalli Ávila,5557789002,quetzalli.avila@gmail.com,1,de1dc603-1a62-4378-a11d-3d1def3309e3
8d3bb717-a261-475f-a6c8-26fd33018903,Rogelio Tapia,5558890113,rogelio.tapia@gmail.com,2,1021d1af-9107-4ed6-b137-c7faa6abf3cd
f2f739b7-e204-416a-8282-6687da4f97b1,Silvia Mejía,5559901224,silvia.mejia@gmail.com,1,252dee73-5e4f-4690-b16c-ed4724d41214
51dfcd79-1206-49c5-8b39-44ade074ffcc,Teodoro Rangel,5550012335,teodoro.rangel@gmail.com,1,5c1c5ee8-6b3d-486e-8711-2bfcd6f9828d
